data,id_produto,quantidade_vendida,preco_unitario,regiao
2024-06-02,P018,14,499.89,Centro-Oeste
2024-06-02,P005,7,448.13,Nordeste
2024-06-02,P008,8,154.76,Sul
2024-06-02,P003,6,45.77,Sul
2024-06-02,P005,9,180.66,Nordeste
2024-06-02,P018,14,669.55,Sul
2024-06-02,P004,13,473.7,Centro-Oeste
2024-06-02,P018,3,128.13,Sudeste
2024-06-02,P006,1,375.21,Norte
2024-06-02,P017,3,549.59,Sul
2024-06-02,P015,8,243.48,Centro-Oeste
2024-06-02,P006,19,654.33,Centro-Oeste
2024-06-02,P015,20,582.75,Centro-Oeste
2024-06-02,P015,6,184.14,Sul
2024-06-02,P003,12,183.13,Nordeste
2024-06-02,P003,4,259.67,Sul
2024-06-02,P003,6,317.17,Norte
2024-06-02,P015,8,309.13,Nordeste
2024-06-02,P003,17,156.93,Sudeste
2024-06-02,P004,9,221.95,Nordeste
2024-06-02,P012,13,691.15,Nordeste
2024-06-02,P011,9,240.61,Nordeste
2024-06-02,P017,2,375.41,Sudeste
2024-06-09,P014,14,681.37,Sul
2024-06-09,P008,12,642.06,Sudeste
2024-06-09,P005,12,163.56,Sudeste
2024-06-09,P018,1,147.93,Norte
2024-06-09,P009,8,337.66,Norte
2024-06-09,P016,3,78.51,Nordeste
2024-06-09,P012,8,157.37,Nordeste
2024-06-09,P003,15,337.83,Nordeste
2024-06-09,P015,4,415.21,Norte
2024-06-09,P001,5,418.0,Sul
2024-06-09,P014,18,54.12,Centro-Oeste
2024-06-09,P016,10,366.82,Nordeste
2024-06-09,P009,13,374.75,Norte
2024-06-09,P012,10,177.58,Norte
2024-06-09,P001,4,524.2,Sul
2024-06-09,P009,18,758.43,Nordeste
2024-06-09,P002,15,598.65,Sudeste
2024-06-09,P019,12,394.01,Sul
2024-06-09,P009,16,424.09,Centro-Oeste
2024-06-09,P016,15,360.85,Centro-Oeste
2024-06-09,P010,9,125.39,Sudeste
2024-06-09,P002,15,359.71,Sudeste
2024-06-09,P002,12,399.31,Sul
2024-06-09,P006,17,202.17,Norte
2024-06-09,P005,19,739.6,Norte
2024-06-09,P001,16,387.27,Sudeste
2024-06-09,P014,12,266.99,Centro-Oeste
2024-06-09,P019,9,325.46,Centro-Oeste
2024-06-09,P011,5,768.09,Sul
2024-06-09,P015,16,469.49,Norte
2024-06-16,P008,2,341.97,Nordeste
2024-06-16,P003,18,263.94,Sudeste
2024-06-16,P012,3,410.11,Sul
2024-06-16,P003,9,259.05,Sudeste
2024-06-16,P016,20,620.31,Sudeste
2024-06-16,P007,4,250.15,Sudeste
2024-06-16,P013,18,578.85,Sudeste
2024-06-16,P002,6,275.1,Centro-Oeste
2024-06-16,P003,14,507.58,Centro-Oeste
2024-06-16,P015,8,429.94,Centro-Oeste
2024-06-16,P005,7,68.52,Nordeste
2024-06-16,P015,20,135.05,Sudeste
2024-06-16,P011,10,418.72,Sul
2024-06-16,P005,10,561.33,Sudeste
2024-06-16,P007,9,295.95,Norte
2024-06-16,P010,9,380.73,Sudeste
2024-06-16,P006,18,137.38,Nordeste
2024-06-16,P015,12,96.93,Sudeste
2024-06-16,P010,5,540.87,Sudeste
2024-06-16,P007,5,733.97,Centro-Oeste
2024-06-16,P017,9,308.97,Sul
2024-06-16,P009,6,748.91,Sudeste
2024-06-16,P002,18,265.98,Sul
2024-06-16,P015,10,350.56,Sudeste
2024-06-16,P007,15,555.94,Sudeste
2024-06-16,P006,11,584.19,Nordeste
2024-06-16,P001,15,297.65,Norte
2024-06-16,P010,20,289.25,Centro-Oeste
2024-06-16,P005,4,489.34,Sul
2024-06-16,P004,18,138.95,Centro-Oeste
2024-06-23,P007,8,253.09,Norte
2024-06-23,P017,13,101.34,Centro-Oeste
2024-06-23,P016,17,696.0,Sul
2024-06-23,P013,6,216.62,Nordeste
2024-06-23,P017,12,606.01,Nordeste
2024-06-23,P004,14,301.41,Centro-Oeste
2024-06-23,P004,4,354.86,Norte
2024-06-23,P004,18,291.17,Sul
2024-06-23,P009,3,416.64,Centro-Oeste
2024-06-23,P008,6,160.26,Norte
2024-06-23,P019,10,639.36,Centro-Oeste
2024-06-23,P008,4,495.03,Norte
2024-06-23,P007,7,632.01,Sul
2024-06-23,P020,14,143.05,Norte
2024-06-23,P008,3,258.32,Centro-Oeste
2024-06-23,P005,3,178.04,Sudeste
2024-06-23,P015,13,679.81,Norte
2024-06-23,P015,8,585.65,Nordeste
2024-06-23,P004,4,34.25,Nordeste
2024-06-23,P017,13,606.76,Centro-Oeste
2024-06-23,P018,20,610.35,Centro-Oeste
2024-06-23,P018,8,409.85,Centro-Oeste
2024-06-23,P013,9,511.0,Centro-Oeste
2024-06-23,P007,13,350.52,Sul
2024-06-23,P018,7,402.07,Sul
2024-06-23,P020,11,422.93,Nordeste
2024-06-23,P014,12,268.92,Centro-Oeste
2024-06-23,P019,17,684.41,Sul
2024-06-23,P008,19,775.14,Norte
2024-06-23,P004,17,175.2,Sudeste
2024-06-30,P009,15,253.09,Centro-Oeste
2024-06-30,P016,7,426.41,Sul
2024-06-30,P016,11,608.54,Centro-Oeste
2024-06-30,P001,11,225.82,Sudeste
2024-06-30,P013,14,752.42,Norte
2024-06-30,P020,4,89.85,Sudeste
2024-06-30,P013,20,213.79,Sul
2024-06-30,P005,10,199.02,Nordeste
2024-06-30,P020,13,734.61,Sudeste
2024-06-30,P001,2,397.9,Centro-Oeste
2024-06-30,P015,2,122.21,Centro-Oeste
2024-06-30,P012,15,439.49,Sudeste
2024-06-30,P008,6,450.59,Centro-Oeste
2024-06-30,P013,3,193.83,Sul
2024-06-30,P010,1,75.14,Sudeste
2024-06-30,P009,4,668.91,Norte
2024-06-30,P020,4,774.37,Centro-Oeste
2024-06-30,P002,14,304.03,Centro-Oeste
2024-06-30,P018,6,292.56,Nordeste
2024-06-30,P002,18,286.71,Nordeste
2024-06-30,P006,20,110.84,Sudeste
2024-06-30,P011,8,528.78,Norte
2024-06-30,P004,13,561.59,Sudeste
2024-06-30,P018,3,442.6,Sudeste
2024-06-30,P002,1,459.19,Sul
2024-06-30,P012,15,254.2,Centro-Oeste
2024-06-30,P011,2,507.68,Centro-Oeste
2024-06-30,P010,4,334.96,Norte
2024-06-30,P003,11,617.12,Sul
2024-06-30,P009,2,602.77,Sul
2024-07-07,P018,9,682.9,Norte
2024-07-07,P016,20,65.27,Centro-Oeste
2024-07-07,P019,9,119.84,Sudeste
2024-07-07,P016,12,768.9,Nordeste
2024-07-07,P003,11,431.79,Sudeste
2024-07-07,P020,19,339.29,Norte
2024-07-07,P011,9,323.17,Sudeste
2024-07-07,P007,5,592.23,Norte
2024-07-07,P009,20,689.22,Sul
2024-07-07,P003,13,640.39,Sul
2024-07-07,P017,15,556.73,Norte
2024-07-07,P001,20,110.23,Sul
2024-07-07,P008,16,210.9,Sul
2024-07-07,P012,15,42.77,Nordeste
2024-07-07,P020,7,760.04,Sudeste
2024-07-07,P010,9,253.22,Sudeste
2024-07-07,P020,7,217.56,Sul
2024-07-07,P020,12,190.03,Sudeste
2024-07-07,P008,8,763.77,Nordeste
2024-07-07,P007,5,76.69,Nordeste
2024-07-07,P018,18,579.49,Sul
2024-07-07,P014,13,496.44,Sul
2024-07-07,P015,9,736.3,Centro-Oeste
2024-07-07,P009,5,41.74,Nordeste
2024-07-07,P011,3,50.17,Centro-Oeste
2024-07-07,P016,13,717.9,Nordeste
2024-07-07,P017,12,383.15,Norte
2024-07-07,P004,11,521.16,Nordeste
2024-07-07,P016,12,307.53,Nordeste
2024-07-07,P009,15,497.31,Sul
2024-07-14,P013,6,568.99,Sul
2024-07-14,P007,1,569.63,Norte
2024-07-14,P019,20,322.32,Nordeste
2024-07-14,P020,2,373.13,Norte
2024-07-14,P015,2,577.57,Sul
2024-07-14,P002,13,130.04,Sul
2024-07-14,P002,11,604.84,Sudeste
2024-07-14,P017,8,147.31,Sudeste
2024-07-14,P010,7,79.98,Nordeste
2024-07-14,P014,11,268.65,Norte
2024-07-14,P003,13,86.65,Sul
2024-07-14,P012,15,671.17,Sul
2024-07-14,P018,20,185.66,Sudeste
2024-07-14,P002,14,126.31,Sul
2024-07-14,P008,9,550.16,Sudeste
2024-07-14,P002,9,420.54,Sudeste
2024-07-14,P015,20,387.28,Sudeste
2024-07-14,P005,9,369.23,Nordeste
2024-07-14,P002,9,680.95,Centro-Oeste
2024-07-14,P017,12,309.83,Centro-Oeste
2024-07-14,P020,5,201.12,Sudeste
2024-07-14,P020,16,56.85,Sudeste
2024-07-14,P001,7,204.07,Nordeste
2024-07-14,P009,6,468.59,Norte
2024-07-14,P020,18,435.62,Sul
2024-07-14,P008,1,245.16,Sudeste
2024-07-14,P005,20,788.85,Sul
2024-07-14,P016,10,723.3,Norte
2024-07-14,P019,8,787.3,Centro-Oeste
2024-07-14,P020,9,597.81,Norte
2024-07-21,P012,10,395.43,Centro-Oeste
2024-07-21,P015,4,172.07,Norte
2024-07-21,P005,2,273.0,Centro-Oeste
2024-07-21,P001,14,35.95,Nordeste
2024-07-21,P011,12,496.53,Nordeste
2024-07-21,P015,2,444.71,Sudeste
2024-07-21,P006,4,147.08,Centro-Oeste
2024-07-21,P018,11,441.13,Sul
2024-07-21,P019,19,286.79,Sudeste
2024-07-21,P019,15,97.18,Norte
2024-07-21,P004,7,155.78,Centro-Oeste
2024-07-21,P005,14,60.6,Centro-Oeste
2024-07-21,P017,7,221.48,Centro-Oeste
2024-07-21,P007,18,620.01,Sudeste
2024-07-21,P001,12,718.4,Sudeste
2024-07-21,P010,8,450.82,Centro-Oeste
2024-07-21,P017,14,489.56,Centro-Oeste
2024-07-21,P009,8,771.85,Sul
2024-07-21,P019,5,57.15,Norte
2024-07-21,P016,2,763.2,Norte
2024-07-21,P006,13,315.5,Sul
2024-07-21,P010,17,625.1,Sudeste
2024-07-21,P013,13,499.99,Centro-Oeste
2024-07-21,P003,19,650.74,Sul
2024-07-21,P016,2,123.16,Sudeste
2024-07-21,P009,3,365.45,Nordeste
2024-07-21,P013,18,403.39,Nordeste
2024-07-21,P016,1,297.03,Sudeste
2024-07-21,P015,9,324.48,Sudeste
2024-07-21,P019,16,431.77,Norte
2024-07-28,P006,13,729.85,Nordeste
2024-07-28,P005,2,698.62,Centro-Oeste
2024-07-28,P011,16,355.01,Centro-Oeste
2024-07-28,P011,10,563.46,Centro-Oeste
2024-07-28,P020,5,251.49,Sul
2024-07-28,P009,5,730.28,Sudeste
2024-07-28,P007,13,660.63,Nordeste
2024-07-28,P014,4,586.93,Sul
2024-07-28,P006,20,568.99,Sudeste
2024-07-28,P016,17,87.26,Nordeste
2024-07-28,P003,19,393.15,Nordeste
2024-07-28,P015,20,84.32,Nordeste
2024-07-28,P011,10,533.2,Norte
2024-07-28,P017,9,772.28,Sul
2024-07-28,P003,10,144.03,Sudeste
2024-07-28,P007,2,256.16,Nordeste
2024-07-28,P016,10,473.62,Sudeste
2024-07-28,P011,20,166.55,Sul
2024-07-28,P006,13,562.18,Norte
2024-07-28,P012,7,636.74,Nordeste
2024-07-28,P012,18,130.47,Nordeste
2024-07-28,P014,11,428.35,Norte
2024-07-28,P011,5,210.66,Nordeste
2024-07-28,P002,17,459.16,Sul
2024-07-28,P006,9,744.88,Norte
2024-07-28,P017,9,215.61,Sudeste
2024-07-28,P014,10,781.3,Nordeste
2024-07-28,P015,14,719.82,Centro-Oeste
2024-07-28,P017,14,591.21,Centro-Oeste
2024-07-28,P007,20,328.47,Nordeste
2024-08-04,P013,9,363.92,Sul
2024-08-04,P015,3,566.14,Centro-Oeste
2024-08-04,P019,1,725.64,Nordeste
2024-08-04,P002,3,727.4,Sul
2024-08-04,P009,16,720.21,Nordeste
2024-08-04,P004,12,756.87,Norte
2024-08-04,P011,16,735.44,Sul
2024-08-04,P015,14,397.15,Nordeste
2024-08-04,P002,12,704.85,Sudeste
2024-08-04,P020,12,198.21,Norte
2024-08-04,P015,13,761.02,Norte
2024-08-04,P014,10,226.67,Centro-Oeste
2024-08-04,P020,18,604.38,Nordeste
2024-08-04,P015,9,673.72,Sudeste
2024-08-04,P010,6,399.04,Sudeste
2024-08-04,P006,7,85.9,Nordeste
2024-08-04,P004,2,92.03,Norte
2024-08-04,P009,12,362.94,Centro-Oeste
2024-08-04,P014,2,120.2,Norte
2024-08-04,P018,15,612.27,Sudeste
2024-08-04,P001,1,377.94,Nordeste
2024-08-04,P008,2,185.89,Nordeste
2024-08-04,P018,12,332.66,Nordeste
2024-08-04,P013,4,390.04,Sul
2024-08-04,P003,16,785.74,Centro-Oeste
2024-08-04,P004,13,310.54,Centro-Oeste
2024-08-04,P017,2,507.44,Sul
2024-08-04,P020,13,292.64,Sul
2024-08-04,P013,20,246.97,Centro-Oeste
2024-08-04,P017,3,486.89,Centro-Oeste
2024-08-11,P009,3,705.2,Sudeste
2024-08-11,P012,10,637.78,Sudeste
2024-08-11,P006,2,595.84,Centro-Oeste
2024-08-11,P012,7,789.39,Norte
2024-08-11,P006,18,268.39,Sul
2024-08-11,P001,1,167.68,Centro-Oeste
2024-08-11,P002,16,395.58,Nordeste
2024-08-11,P012,9,349.41,Norte
2024-08-11,P017,13,373.89,Centro-Oeste
2024-08-11,P017,15,336.86,Nordeste
2024-08-11,P002,5,38.82,Sudeste
2024-08-11,P007,10,55.52,Centro-Oeste
2024-08-11,P004,19,626.25,Sudeste
2024-08-11,P001,11,619.11,Nordeste
2024-08-11,P014,14,190.84,Sudeste
2024-08-11,P007,5,173.44,Nordeste
2024-08-11,P003,11,626.71,Norte
2024-08-11,P005,6,54.68,Sul
2024-08-11,P003,8,718.53,Nordeste
2024-08-11,P003,2,608.92,Nordeste
2024-08-11,P006,11,625.76,Norte
2024-08-11,P001,12,171.69,Sul
2024-08-11,P010,3,612.58,Norte
2024-08-11,P019,9,650.62,Nordeste
2024-08-11,P007,10,626.06,Sudeste
2024-08-11,P018,2,561.72,Centro-Oeste
2024-08-11,P002,20,311.21,Sudeste
2024-08-11,P020,18,427.3,Sudeste
2024-08-11,P009,10,163.4,Nordeste
2024-08-11,P007,6,181.01,Nordeste
2024-08-18,P008,19,693.71,Norte
2024-08-18,P016,14,772.57,Sudeste
2024-08-18,P016,4,507.73,Sudeste
2024-08-18,P019,18,701.87,Sul
2024-08-18,P001,12,581.14,Norte
2024-08-18,P005,1,500.53,Nordeste
2024-08-18,P001,4,707.25,Sul
2024-08-18,P012,12,713.25,Nordeste
2024-08-18,P017,11,198.97,Sudeste
2024-08-18,P018,6,155.79,Norte
2024-08-18,P008,18,545.15,Centro-Oeste
2024-08-18,P016,16,627.22,Norte
2024-08-18,P014,4,135.38,Centro-Oeste
2024-08-18,P019,4,521.59,Norte
2024-08-18,P016,17,757.09,Centro-Oeste
2024-08-18,P010,13,321.84,Norte
2024-08-18,P020,1,795.74,Norte
2024-08-18,P015,12,467.15,Sudeste
2024-08-18,P008,5,311.27,Centro-Oeste
2024-08-18,P018,11,767.53,Centro-Oeste
2024-08-18,P013,18,530.77,Sudeste
2024-08-18,P010,10,367.81,Norte
2024-08-18,P007,16,470.63,Sul
2024-08-18,P011,18,137.18,Sudeste
2024-08-18,P019,14,510.18,Sul
2024-08-18,P015,3,66.05,Centro-Oeste
2024-08-18,P005,11,796.05,Norte
2024-08-18,P009,15,415.4,Norte
2024-08-18,P010,3,88.61,Sudeste
2024-08-18,P014,19,376.4,Centro-Oeste
2024-08-25,P015,2,408.1,Sudeste
2024-08-25,P020,4,88.19,Nordeste
2024-08-25,P016,12,735.15,Norte
2024-08-25,P011,1,488.46,Sudeste
2024-08-25,P017,9,84.9,Centro-Oeste
2024-08-25,P006,20,645.06,Sudeste
2024-08-25,P017,15,628.07,Centro-Oeste
2024-08-25,P019,18,362.04,Nordeste
2024-08-25,P011,6,318.15,Norte
2024-08-25,P002,4,517.82,Sudeste
2024-08-25,P015,15,663.9,Centro-Oeste
2024-08-25,P001,5,758.27,Sul
2024-08-25,P004,4,354.74,Sudeste
2024-08-25,P007,4,618.11,Sudeste
2024-08-25,P003,2,627.27,Sudeste
2024-08-25,P008,12,633.14,Centro-Oeste
2024-08-25,P012,7,601.65,Sudeste
2024-08-25,P001,20,574.51,Sul
2024-08-25,P014,3,386.47,Sul
2024-08-25,P002,13,172.82,Nordeste
2024-08-25,P015,12,576.23,Norte
2024-08-25,P008,14,334.08,Norte
2024-08-25,P007,13,397.2,Sul
2024-08-25,P012,5,638.02,Sudeste
2024-08-25,P001,7,766.2,Centro-Oeste
2024-08-25,P004,5,262.27,Norte
2024-08-25,P007,14,320.34,Centro-Oeste
2024-08-25,P004,18,503.23,Sul
2024-08-25,P020,19,661.82,Sudeste
2024-08-25,P014,6,639.21,Sudeste
2024-09-01,P010,7,454.72,Centro-Oeste
2024-09-01,P012,2,278.43,Nordeste
2024-09-01,P001,11,271.48,Sudeste
2024-09-01,P006,15,429.99,Norte
2024-09-01,P007,18,297.24,Nordeste
2024-09-01,P002,12,131.42,Sul
2024-09-01,P011,13,324.04,Centro-Oeste
2024-09-01,P007,4,318.0,Sul
2024-09-01,P013,17,740.48,Centro-Oeste
2024-09-01,P010,1,635.76,Nordeste
2024-09-01,P009,20,44.16,Nordeste
2024-09-01,P019,16,724.64,Nordeste
2024-09-01,P018,17,716.36,Sudeste
2024-09-01,P017,14,414.22,Nordeste
2024-09-01,P004,10,94.1,Sudeste
2024-09-01,P011,4,304.33,Sudeste
2024-09-01,P018,8,297.1,Sul
2024-09-01,P001,18,95.86,Sul
2024-09-01,P019,12,713.99,Norte
2024-09-01,P013,13,240.82,Norte
2024-09-01,P020,2,358.57,Sul
2024-09-01,P006,20,154.82,Nordeste
2024-09-01,P002,2,667.44,Sudeste
2024-09-01,P018,15,393.74,Centro-Oeste
2024-09-01,P014,7,168.35,Centro-Oeste
2024-09-01,P018,8,480.37,Sul
2024-09-01,P013,17,607.04,Centro-Oeste
2024-09-01,P009,20,793.15,Sudeste
2024-09-01,P001,2,231.86,Sul
2024-09-01,P019,14,591.9,Sul
2024-09-08,P014,16,748.61,Sudeste
2024-09-08,P008,15,707.63,Sudeste
2024-09-08,P006,6,193.18,Norte
2024-09-08,P020,13,420.96,Nordeste
2024-09-08,P015,14,601.56,Norte
2024-09-08,P010,16,348.14,Centro-Oeste
2024-09-08,P020,10,517.39,Nordeste
2024-09-08,P001,16,284.32,Norte
2024-09-08,P016,11,717.0,Sudeste
2024-09-08,P002,15,603.28,Centro-Oeste
2024-09-08,P019,17,38.83,Norte
2024-09-08,P001,10,95.15,Sudeste
2024-09-08,P016,10,418.35,Norte
2024-09-08,P001,9,32.16,Nordeste
2024-09-08,P011,20,108.16,Sudeste
2024-09-08,P013,14,724.43,Centro-Oeste
2024-09-08,P004,1,730.5,Centro-Oeste
2024-09-08,P008,7,376.87,Centro-Oeste
2024-09-08,P006,20,207.67,Sudeste
2024-09-08,P009,4,687.72,Norte
2024-09-08,P002,14,464.54,Nordeste
2024-09-08,P007,14,554.1,Norte
2024-09-08,P015,18,522.87,Sul
2024-09-08,P008,6,380.54,Centro-Oeste
2024-09-08,P008,1,652.14,Sul
2024-09-08,P005,19,146.98,Sul
2024-09-08,P009,7,135.24,Sudeste
2024-09-08,P006,2,556.2,Sul
2024-09-08,P016,3,217.54,Sudeste
2024-09-08,P002,17,517.25,Nordeste
2024-09-15,P003,9,191.52,Norte
2024-09-15,P008,18,649.6,Centro-Oeste
2024-09-15,P003,2,667.93,Sul
2024-09-15,P010,3,687.29,Sudeste
2024-09-15,P002,19,664.17,Norte
2024-09-15,P009,13,547.62,Sudeste
2024-09-15,P020,2,729.1,Centro-Oeste
2024-09-15,P012,8,399.93,Norte
2024-09-15,P020,17,468.34,Centro-Oeste
2024-09-15,P004,14,607.66,Sul
2024-09-15,P001,7,274.11,Centro-Oeste
2024-09-15,P005,19,503.34,Sudeste
2024-09-15,P002,20,658.72,Sul
2024-09-15,P005,11,590.03,Norte
2024-09-15,P019,1,158.4,Sudeste
2024-09-15,P020,1,713.75,Norte
2024-09-15,P017,11,704.32,Norte
2024-09-15,P016,7,142.29,Nordeste
2024-09-15,P017,18,99.2,Sudeste
2024-09-15,P017,6,124.65,Sul
2024-09-15,P007,13,726.71,Centro-Oeste
2024-09-15,P009,19,665.34,Norte
2024-09-15,P018,10,681.6,Norte
2024-09-15,P010,16,216.82,Sudeste
2024-09-15,P002,2,527.15,Nordeste
2024-09-15,P007,2,533.84,Centro-Oeste
2024-09-15,P003,18,768.16,Norte
2024-09-15,P001,4,411.81,Nordeste
2024-09-15,P007,7,552.66,Nordeste
2024-09-15,P010,9,66.77,Sul
2024-09-22,P018,18,154.29,Sudeste
2024-09-22,P009,15,135.05,Centro-Oeste
2024-09-22,P005,15,282.66,Norte
2024-09-22,P013,6,457.42,Nordeste
2024-09-22,P006,5,734.42,Centro-Oeste
2024-09-22,P017,18,666.98,Sudeste
2024-09-22,P012,4,297.14,Nordeste
2024-09-22,P012,6,94.01,Sudeste
2024-09-22,P006,18,389.69,Sudeste
2024-09-22,P018,7,662.6,Sul
2024-09-22,P009,9,394.57,Norte
2024-09-22,P010,20,796.39,Sul
2024-09-22,P011,3,319.27,Norte
2024-09-22,P002,18,262.56,Sul
2024-09-22,P013,17,643.15,Nordeste
2024-09-22,P005,13,104.6,Centro-Oeste
2024-09-22,P007,2,409.34,Nordeste
2024-09-22,P011,5,617.15,Centro-Oeste
2024-09-22,P016,14,440.57,Sul
2024-09-22,P013,17,523.38,Sudeste
2024-09-22,P009,11,667.82,Nordeste
2024-09-22,P004,7,214.23,Centro-Oeste
2024-09-22,P010,10,184.86,Norte
2024-09-22,P003,14,133.05,Nordeste
2024-09-22,P001,19,240.37,Centro-Oeste
2024-09-22,P006,2,726.03,Nordeste
2024-09-22,P004,14,64.27,Sudeste
2024-09-22,P007,7,190.16,Norte
2024-09-22,P003,6,239.18,Sul
2024-09-22,P008,10,300.72,Norte
2024-09-29,P011,19,569.03,Centro-Oeste
2024-09-29,P008,17,497.19,Centro-Oeste
2024-09-29,P018,8,702.17,Sudeste
2024-09-29,P008,1,571.04,Centro-Oeste
2024-09-29,P004,2,503.46,Sul
2024-09-29,P012,5,510.57,Nordeste
2024-09-29,P014,15,713.26,Sul
2024-09-29,P015,9,135.37,Nordeste
2024-09-29,P012,11,416.76,Nordeste
2024-09-29,P001,14,499.35,Nordeste
2024-09-29,P002,2,317.19,Sudeste
2024-09-29,P003,10,525.26,Sudeste
2024-09-29,P016,20,713.53,Nordeste
2024-09-29,P002,3,726.64,Centro-Oeste
2024-09-29,P014,9,636.17,Nordeste
2024-09-29,P001,15,203.58,Nordeste
2024-09-29,P005,7,779.78,Nordeste
2024-09-29,P011,8,492.07,Sudeste
2024-09-29,P010,1,99.45,Norte
2024-09-29,P009,15,544.16,Norte
2024-09-29,P018,6,574.27,Sudeste
2024-09-29,P003,6,207.61,Sudeste
2024-09-29,P009,1,223.19,Sudeste
2024-09-29,P020,9,94.16,Sudeste
2024-09-29,P018,20,240.24,Centro-Oeste
2024-09-29,P013,20,132.89,Sul
2024-09-29,P016,12,341.6,Centro-Oeste
2024-09-29,P020,8,431.82,Norte
2024-09-29,P008,7,212.98,Sul
2024-09-29,P005,11,693.72,Nordeste
2024-10-06,P002,5,384.92,Sudeste
2024-10-06,P005,9,169.67,Nordeste
2024-10-06,P010,19,632.12,Sudeste
2024-10-06,P002,16,690.68,Nordeste
2024-10-06,P019,16,278.98,Sul
2024-10-06,P009,11,554.02,Sudeste
2024-10-06,P015,3,358.56,Nordeste
2024-10-06,P007,7,789.0,Centro-Oeste
2024-10-06,P019,11,276.47,Centro-Oeste
2024-10-06,P017,11,543.36,Sudeste
2024-10-06,P013,1,263.44,Sudeste
2024-10-06,P020,20,121.39,Sudeste
2024-10-06,P005,3,153.64,Sul
2024-10-06,P016,11,728.04,Nordeste
2024-10-06,P017,20,99.41,Norte
2024-10-06,P001,15,287.44,Nordeste
2024-10-06,P009,16,359.27,Nordeste
2024-10-06,P002,1,635.43,Centro-Oeste
2024-10-06,P006,2,547.59,Sudeste
2024-10-06,P016,19,737.67,Centro-Oeste
2024-10-06,P015,12,230.96,Sul
2024-10-06,P013,5,618.78,Sul
2024-10-06,P002,18,657.59,Nordeste
2024-10-06,P014,11,207.83,Nordeste
2024-10-06,P014,20,534.65,Nordeste
2024-10-06,P008,12,311.92,Nordeste
2024-10-06,P017,13,411.47,Centro-Oeste
2024-10-06,P005,15,352.82,Norte
2024-10-06,P004,13,443.43,Norte
2024-10-06,P014,1,791.15,Norte
2024-10-13,P016,19,616.08,Nordeste
2024-10-13,P015,4,429.01,Centro-Oeste
2024-10-13,P001,19,369.12,Centro-Oeste
2024-10-13,P005,9,37.8,Sul
2024-10-13,P004,10,306.9,Nordeste
2024-10-13,P004,18,311.37,Sul
2024-10-13,P001,5,98.18,Norte
2024-10-13,P008,14,226.49,Norte
2024-10-13,P004,13,423.42,Sudeste
2024-10-13,P006,7,331.44,Nordeste
2024-10-13,P006,12,551.3,Norte
2024-10-13,P018,7,124.43,Nordeste
2024-10-13,P006,11,532.73,Norte
2024-10-13,P011,10,597.67,Sudeste
2024-10-13,P010,3,187.55,Nordeste
2024-10-13,P011,17,341.55,Sudeste
2024-10-13,P012,14,49.74,Sudeste
2024-10-13,P003,18,634.56,Sul
2024-10-13,P011,10,343.87,Sudeste
2024-10-13,P018,10,164.55,Norte
2024-10-13,P005,12,385.28,Sudeste
2024-10-13,P020,11,293.04,Nordeste
2024-10-13,P019,3,604.08,Norte
2024-10-13,P007,4,464.98,Nordeste
2024-10-13,P020,18,112.1,Norte
2024-10-13,P005,8,140.78,Sul
2024-10-13,P009,14,142.05,Nordeste
2024-10-13,P012,2,84.46,Nordeste
2024-10-13,P015,12,517.01,Centro-Oeste
2024-10-13,P007,2,449.72,Norte
2024-10-20,P020,15,778.04,Centro-Oeste
2024-10-20,P013,8,498.05,Sudeste
2024-10-20,P003,2,201.52,Sul
2024-10-20,P010,6,706.56,Norte
2024-10-20,P013,5,187.56,Sul
2024-10-20,P003,7,753.02,Centro-Oeste
2024-10-20,P002,6,700.0,Sul
2024-10-20,P001,8,284.85,Sul
2024-10-20,P015,2,230.1,Nordeste
2024-10-20,P007,15,656.92,Sudeste
2024-10-20,P013,8,630.46,Norte
2024-10-20,P014,10,373.28,Sudeste
2024-10-20,P005,6,691.29,Norte
2024-10-20,P006,14,755.47,Sul
2024-10-20,P017,12,282.77,Centro-Oeste
2024-10-20,P016,11,209.37,Sudeste
2024-10-20,P003,7,442.81,Nordeste
2024-10-20,P001,18,739.41,Nordeste
2024-10-20,P014,10,305.39,Nordeste
2024-10-20,P001,6,591.87,Nordeste
2024-10-20,P005,15,422.57,Nordeste
2024-10-20,P010,10,387.07,Centro-Oeste
2024-10-20,P008,18,72.1,Norte
2024-10-20,P004,20,512.43,Norte
2024-10-20,P019,15,391.59,Norte
2024-10-20,P011,5,645.65,Norte
2024-10-20,P012,8,714.27,Norte
2024-10-20,P005,2,342.91,Norte
2024-10-20,P001,4,775.57,Sul
2024-10-20,P001,16,797.63,Nordeste
2024-10-27,P015,12,69.56,Sul
2024-10-27,P012,14,108.69,Sul
2024-10-27,P005,6,370.45,Centro-Oeste
2024-10-27,P018,13,611.41,Sul
2024-10-27,P020,16,693.51,Sudeste
2024-10-27,P004,4,440.2,Centro-Oeste
2024-10-27,P004,1,155.62,Sul
2024-10-27,P013,15,475.41,Centro-Oeste
2024-10-27,P007,13,657.07,Sudeste
2024-10-27,P007,15,565.09,Norte
2024-10-27,P013,11,57.16,Sudeste
2024-10-27,P008,8,659.48,Nordeste
2024-10-27,P015,7,732.73,Nordeste
2024-10-27,P014,15,558.52,Sul
2024-10-27,P016,7,255.39,Sul
2024-10-27,P015,10,687.12,Sudeste
